en_sents,vi_sents
"When I was young, my father often talked to me about the Golden Pavilion","Khi tôi còn nhỏ, cha tôi thường nói chuyện với tôi về gian hàng vàng"
I had a pleasant dream last night,tôi đã có một giấc mơ dễ chịu đêm qua
"""That's not the problem."" ""Then what's wrong?""","""đó không phải là vấn đề."" ""vậy thì sao?"""
Have you told Tom where you want him to park his car?,bạn đã nói với tom nơi bạn muốn anh ấy đỗ xe chưa?
I just gave Tom 30 dollars,tôi vừa đưa cho Tom 30 đô la
It rained for a week.,trời mưa suốt một tuần.
Tom weighed his options for a moment,Tom cân nhắc lựa chọn của mình một lát
He lied to me. That is why I am angry with him,Anh nói dối tôi. đó là lý do tại sao tôi tức giận với anh ta
There was no objection on the part of the students.,không có sự phản đối về phía các sinh viên.
No one knows when such a custom came into existence,không ai biết khi nào một phong tục như vậy xuất hiện
The person helping Tom is Mary.,người giúp tom là mary.
I buy stationery in bulk.,tôi mua văn phòng phẩm với số lượng lớn.
I can make it look real,tôi có thể làm cho nó trông thật
Dry your face with a towel.,lau khô mặt bằng khăn.
Don't tell Tom,đừng nói với tom
They're giving a big ball at the American Embassy tonight.,Họ đang cho một quả bóng lớn tại đại sứ quán Mỹ tối nay.
She works in marketing,cô ấy làm công việc tiếp thị
Japanese Admiral Isoroku Yamamoto launched the battle,đô đốc Nhật Bản isoroku yamamoto đã phát động trận chiến
Tom bought presents for his children.,tom mua quà cho con.
Tom went to an all-boys school.,tom đã đi đến một trường toàn nam.
No one lived on the island at that time.,không ai sống trên đảo lúc đó
My father is too stubborn to admit his faults,cha tôi quá cứng đầu để thừa nhận lỗi lầm của mình
I am sure of his accepting our invitation.,tôi chắc chắn về việc anh ấy chấp nhận lời mời của chúng tôi.
I can't imagine anybody would be surprised if Tom didn't show up at the party.,Tôi không thể tưởng tượng bất cứ ai sẽ ngạc nhiên nếu tom không xuất hiện tại bữa tiệc.
Someone might see us.,ai đó có thể nhìn thấy chúng tôi.
The doctor advised me not to drink too much.,Bác sĩ khuyên tôi không nên uống quá nhiều.
I want you to stand up,tôi muốn bạn đứng lên
All systems are go.,tất cả các hệ thống đang đi.
You need to be honest with me.,bạn cần phải trung thực với tôi
He has overcome many obstacles,anh ấy đã vượt qua nhiều trở ngại
Tom told me he usually eats breakfast at seven.,Tom nói với tôi anh ấy thường ăn sáng lúc bảy giờ.
Tom says he's really sorry,tom nói anh ấy thực sự xin lỗi
Tell me more about yourself.,nói cho tôi biết thêm về bản thân bạn
They stopped talking as soon as I came into the room.,họ ngừng nói ngay khi tôi vào phòng.
Tom made a bookcase,tom làm một tủ sách
He did nothing but lie in bed all day,anh không làm gì ngoài nằm trên giường cả ngày
How dare you say such a thing to me!,Sao mày dám nói như vậy với tao!
"I'm not disturbing you, am I?",tôi không làm phiền bạn phải không
I resent his rude attitude,tôi bực bội thái độ thô lỗ của anh ấy
Tom often invites himself for dinner,tom thường mời mình ăn tối
Arabic is my mother tongue,tiếng Ả Rập là tiếng mẹ đẻ của tôi
They granted his request,họ đã chấp nhận yêu cầu của anh ấy
Tom always does things the same old way,tom luôn làm mọi thứ theo cách cũ
You need money to make money.,bạn cần tiền để kiếm tiền
Who were you just speaking to?,bạn vừa nói chuyện với ai
I don't like this neighborhood much.,Tôi không thích khu phố này nhiều.
Tom's sensible.,tom hợp lý.
He got fired for slacking off at work.,anh ta bị đuổi việc vì nghỉ việc.
Tom couldn't find his glasses,Tom không thể tìm thấy kính của mình
I'm afraid that I might make you angry.,Tôi sợ rằng tôi có thể làm cho bạn tức giận.
Tom likes to watch baseball on TV,tom thích xem bóng chày trên tv
The postman was bitten by that dog.,người đưa thư đã bị con chó đó cắn.
He's a man of importance.,Anh ấy là một người đàn ông quan trọng.
Tom quit the company.,tom rời công ty.
You look stupid.,bạn trông thật ngu ngốc
"Tom stood at the door, flipping the light switch on and off.","tom đứng ở cửa, bật và tắt công tắc đèn."
It's just my luggage.,nó chỉ là hành lý của tôi
Tom said good night to Mary,Tom nói chúc ngủ ngon
Come the day after tomorrow.,đến ngày mốt
Have you ever invited Tom to your parties?,Bạn đã bao giờ mời tom đến các bữa tiệc của bạn chưa?
I've lived here since I was a kid,tôi đã sống ở đây từ khi còn bé
I want to go there once more.,tôi muốn đến đó một lần nữa
This is something I have to do.,đây là việc tôi phải làm
The habit of smoking is very difficult to get rid of,thói quen hút thuốc rất khó bỏ
He is walking now.,Anh ấy đang đi bộ.
We'll have the element of surprise on our side.,chúng ta sẽ có yếu tố bất ngờ về phía chúng ta.
How long have Tom and Mary been engaged?,Tom và mary đã đính hôn bao lâu rồi?
Mary showed all her friends her engagement ring.,mary cho tất cả bạn bè của cô chiếc nhẫn đính hôn của cô.
My friends are all married,bạn của tôi đều đã kết hôn
I don't like your going there by yourself.,tôi không thích bạn đến đó một mình.
Tom and Mary were plotting to kill Tom's father for the life insurance.,tom và mary đã âm mưu giết cha của tom để mua bảo hiểm nhân thọ.
The lawyer has many clients,luật sư có nhiều khách hàng
He said better times were ahead for the country,ông nói thời gian tốt hơn đã ở phía trước cho đất nước
Tom turned on the light switch.,tom bật công tắc đèn.
Tom thinks it's pretty good.,Tom nghĩ rằng nó khá tốt.
Kids are smarter than you think,trẻ em thông minh hơn bạn nghĩ
The sky is clear almost every day.,bầu trời rõ ràng gần như mỗi ngày.
These supplies became extremely valuable.,những vật tư này trở nên vô cùng quý giá.
Closer examination revealed that the skull had been crushed by some heavy blow,kiểm tra kỹ hơn cho thấy hộp sọ đã bị nghiền nát bởi một cú đánh nặng nề
The children are going to the beach today,bọn trẻ đang đi biển hôm nay
I didn't ask Tom to come back.,tôi không yêu cầu tom quay lại.
He won the first prize at the chess tournament.,anh đã giành giải nhất tại giải cờ vua.
Tom already told me.,tom đã nói với tôi
We're never going to find Tom,chúng ta sẽ không bao giờ tìm thấy tom
Tom is happy when he is with Mary,Tom hạnh phúc khi ở bên mary
I caught them in the act.,tôi bắt gặp họ trong hành động.
That's perfectly legal,điều đó hoàn toàn hợp pháp
It rained gently the whole day,trời mưa nhẹ cả ngày
Nobody wants him to come,không ai muốn anh ấy đến
I have been looking for lemon juice all day long.,Tôi đã tìm kiếm nước chanh cả ngày.
I think we should get out here.,Tôi nghĩ chúng ta nên ra khỏi đây.
I would advise you strongly to quit doing that.,Tôi sẽ khuyên bạn mạnh mẽ để bỏ làm điều đó.
Can't we speed it up?,chúng ta không thể tăng tốc nó lên?
What a stupid thing to say at a time like this!,Thật là một điều ngu ngốc để nói tại một thời điểm như thế này!
You do look a little better today.,hôm nay bạn trông ổn hơn một chút
The bus conductor told her to get off because she could not pay the fare.,người điều khiển xe buýt bảo cô xuống xe vì cô không thể trả tiền vé.
The girl hugged her doll.,Cô gái ôm con búp bê của mình.
Tom can help you out,tom có thể giúp bạn ra ngoài
He borrowed a lot of money from the bank.,ông đã vay rất nhiều tiền từ ngân hàng.
I'll never forget that.,Tôi sẽ không bao giờ quên điều đó.
It was beginner's luck,đó là may mắn của người mới bắt đầu
She handed him the key,cô đưa chìa khóa cho anh
May I ask who you are?,tôi có thể hỏi bạn là ai không?
Be careful going down,cẩn thận đi xuống
Let's start with the good news.,Hãy bắt đầu với những tin tốt.
Tom didn't even say thanks.,Tom thậm chí không nói cảm ơn.
I'm sure everything will work out just fine,tôi chắc chắn mọi thứ sẽ ổn thôi
She came near being run over,cô ấy đến gần bị chạy qua
Tell me what you did to Tom,nói cho tôi biết bạn đã làm gì với tom
I looked up his telephone number in a telephone directory,tôi đã tra cứu số điện thoại của anh ấy trong một danh bạ điện thoại
How long do you plan on staying here?,bạn dự định ở đây bao lâu
Don't run around the house,đừng chạy quanh nhà
Tom never told me he had been in the army,Tom không bao giờ nói với tôi rằng anh ta đã ở trong quân đội
There's a secret passage.,Có một lối đi bí mật.
Sit over there and shut up.,ngồi đằng kia và im lặng.
What have you eaten today?,bạn đã ăn gì hôm nay?
He went crazy,anh ấy đã phát điên
Tom hasn't heard from Mary since last June.,Tom đã không nghe từ mary kể từ tháng sáu năm ngoái.
Tom was aiming his pistol at Mary when John shot him,Tom đang nhắm khẩu súng lục vào mary khi john bắn anh ta
Tom jumped off the roof.,tom nhảy ra khỏi mái nhà.
Why are your eyes so big?,tại sao mắt bạn to vậy
The clock is fast.,đồng hồ nhanh
"""Everybody is invited."" ""Even Tom?""","""mọi người đều được mời."" ""thậm chí tom?"""
Tom can't run as fast as Mary,Tom không thể chạy nhanh như mary
My daughter tells me I'm old-fashioned because I don't use a cellphone.,Con gái tôi nói với tôi rằng tôi lỗi thời vì tôi không sử dụng điện thoại di động.
You should apologize to your father for not getting home in time for dinner,bạn nên xin lỗi cha vì đã không về nhà kịp bữa tối
Are you going to vote in the upcoming election?,bạn sẽ bỏ phiếu trong cuộc bầu cử sắp tới?
What's your favorite form of exercise?,hình thức tập thể dục yêu thích của bạn là gì?
I like this overcoat. May I try it on?,tôi thích cái áo khoác này tôi có thể thử nó không?
The baby was quiet all night.,Đứa bé im lặng suốt đêm.
The same thing happened three years ago in Boston,điều tương tự đã xảy ra ba năm trước ở boston
