en_sents,vi_sents
How often do you go to school during the week?,Bạn đi học bao nhiêu lần trong tuần?
Ann had no friends to play with.,ann không có bạn bè để chơi với.
Maria lives in a middle class neighborhood.,maria sống trong một khu phố trung lưu.
He made it clear that he intended to do so,ông nói rõ rằng ông dự định làm như vậy
I'm trying to apologize.,Tôi đang cố gắng xin lỗi.
Our chances of winning this game would be high with a skilled pitcher like him.,Cơ hội thắng trò chơi này của chúng tôi sẽ cao nếu có một người ném bóng giỏi như anh ấy.
I believe you're putting in excessive effort.,Tôi tin rằng bạn đang nỗ lực quá mức.
I'm not mean,Tôi không có ý đó
They had a good time.,Họ đã có một khoảng thời gian vui vẻ.
Tom couldn't walk without a cane.,Tom không thể đi mà không có gậy.
This is where the concert took place the other day.,đây là nơi buổi hòa nhạc diễn ra vào một ngày khác
I didn't ask Tom to come back.,tôi không yêu cầu tom quay lại.
This is something I have to do.,đây là việc tôi phải làm
Tom has no qualms about stealing other people's food,tom không có ý định ăn cắp thức ăn của người khác
Samantha has arrived,samantha đã đến
We're already too late,chúng ta đã quá muộn
What's Dr. Jackson's operation count for this month?,Số lượng ca mổ của Bác sĩ Jackson trong tháng này là bao nhiêu?
Tom Jackson is the new name I've chosen.,Tom Jackson là cái tên mới mà tôi đã chọn.
Tom doesn't smoke anymore.,Tom không hút thuốc nữa.
I want to know who was in charge,tôi muốn biết ai chịu trách nhiệm
My opinion on what should be done is different from his,ý kiến của tôi về những gì nên làm là khác với anh ấy
A watchman sat with his legs crossed.,Một người canh gác ngồi khoanh chân.
"She can ride a motorcycle, not to mention a bicycle","cô ấy có thể đi xe máy, không kể xe đạp"
She is in Japan specifically to study the language.,Cô ấy ở Nhật Bản đặc biệt là để học ngôn ngữ này.
What is the final port for this ship?,Cảng cuối cùng của con tàu này là gì?
He was paralyzed by fear.,anh bị tê liệt vì sợ hãi.
One of her shoes dropped off.,một đôi giày của cô bị rơi ra
What did Tom think Mary would say?,Tom nghĩ mary sẽ nói gì?
I've been helping Tom out.,Tôi đã giúp tom ra.
I'm tired now,bây giờ tôi mệt
Slavery was eliminated by the president.,Chế độ nô lệ đã bị tổng thống loại bỏ.
We are hoping for your quick recovery.,chúng tôi đang hy vọng cho sự phục hồi nhanh chóng của bạn.
We made inquiries into his past,chúng tôi đã hỏi về quá khứ của anh ấy
Tom reminded us to do our homework,tom nhắc chúng tôi làm bài tập về nhà
I can't stand his behavior anymore,tôi không thể chịu được hành vi của anh ấy nữa
The factory was shut down ten years ago.,nhà máy đã đóng cửa mười năm trước.
"He moved to New York, where he looked for a job","anh ấy chuyển đến new york, nơi anh ấy tìm việc"
This sentence needs to be checked by a native speaker.,câu này cần được kiểm tra bởi người bản ngữ.
We should take precautions.,Chúng ta nên thực hiện các biện pháp phòng ngừa.
What would be the consequence if my parents learned of this?,Hậu quả sẽ là gì nếu bố mẹ tôi biết được điều này?
I was told by Tom that you would be present.,Tôi đã được Tom nói rằng bạn sẽ có mặt.
I don't blame them for this.,tôi không đổ lỗi cho họ vì điều này.
It took the doctor eight hours to do the operation,Bác sĩ phải mất tám giờ để thực hiện ca phẫu thuật
He's buying apples.,Anh ấy đang mua táo.
I recommended that Tom stay in after twilight.,Tôi đã khuyên Tom nên ở lại sau hoàng hôn.
We have arrived moments ago.,Chúng tôi vừa đến vài khoảnh khắc trước.
This isn't everyone's cup of tea,đây không phải là tách trà của mọi người
I understand why you expressed that.,Tôi hiểu tại sao bạn lại nói điều đó.
They were fed up with waiting.,Họ đã chán ngấy việc chờ đợi.
"To make our house payments, we're going to have to tighten our belts","để thanh toán tiền nhà, chúng tôi sẽ phải thắt lưng buộc bụng"
Why did he quit smoking?,Tại sao anh ta bỏ thuốc lá?
You're not cooperating.,bạn không hợp tác.
A penny for your thoughts.,Một xu cho những suy nghĩ của bạn.
I have to know what's going on,tôi phải biết chuyện gì đang xảy ra
This message comes from your captain.,Thông điệp này đến từ đội trưởng của quý vị.
The work is well worth the trouble.,công việc rất đáng để gặp rắc rối
Let's get some more information first,trước tiên hãy lấy thêm thông tin
Tom exerted pressure on Mary until she did it.,Tom đã gây áp lực lên Mary cho đến khi cô ấy làm điều đó.
I got it for half price at a sale.,tôi đã nhận được nó với một nửa giá bán.
I've been hoping for this major breakthrough.,Tôi đã hy vọng vào bước đột phá quan trọng này.
There was a violent clash of opinions between the two leaders,đã có một cuộc xung đột dữ dội về ý kiến giữa hai nhà lãnh đạo
Can anyone vouch for your whereabouts last night?,bất cứ ai có thể chứng minh cho nơi ở của bạn đêm qua?
I can't say that I'm surprised,tôi không thể nói rằng tôi ngạc nhiên
Can you stand up?,bạn đứng dậy được không?
Please put your signature here.,Vui lòng ký tên của bạn vào đây.
Jumping out of a truck that's in motion is a hazardous act.,Nhảy ra khỏi một chiếc xe tải đang chuyển động là một hành động nguy hiểm.
Go get your car,đi lấy xe của bạn
I know what you know,tôi biết những gì bạn biết
They all watched.,tất cả họ đã xem.
He lived to a ripe old age.,Ông ấy đã sống đến tuổi già.
How incredibly awkward you are!,Bạn thật sự lúng túng làm sao!
I adore the city where I live.,Tôi yêu mến thành phố nơi tôi sống.
Tom didn't mention Mary.,Tom đã không đề cập đến mary.
It is required to fasten your seatbelt.,Yêu cầu thắt dây an toàn của bạn.
We're wondering if you could allow us a 5% exclusive discount for 50 product packages.,Chúng tôi tự hỏi liệu bạn có thể cho phép chúng tôi giảm giá 5% độc quyền cho 50 gói sản phẩm không.
He began to work for that company last year,anh ấy bắt đầu làm việc cho công ty đó vào năm ngoái
He offered a considerable sum.,Anh ấy đã tặng một khoản tiền đáng kể.
I think it's unlikely that plants feel pain,tôi nghĩ rằng thực vật không cảm thấy đau
I have previous experience with this.,Tôi đã có kinh nghiệm trước đây với việc này.
What do you think Tom will be doing this time tomorrow afternoon?,Bạn nghĩ tom sẽ làm gì vào chiều mai?
We must give it time,chúng ta phải cho nó thời gian
He came back after many years.,Anh đã trở lại sau nhiều năm.
Tom is not far off the mark.,tom không còn xa
I wasn't sure where I was supposed to wait,tôi không chắc là mình sẽ đợi ở đâu
The president brought about the cessation of slavery.,Tổng thống đã làm cho chế độ nô lệ chấm dứt.
She was the first one to pay attention to him.,cô là người đầu tiên chú ý đến anh.
How can Tom do that?,Làm thế nào tom có thể làm điều đó?
Would you mind lighting this for me?,Bạn có phiền châm lửa hộ tôi không?
I'm in search of a method.,Tôi đang tìm kiếm một phương pháp.
Tom wasn't expecting that,Tom đã không mong đợi rằng
"There's still a lot left to do, so I won't get bored.","Vẫn còn nhiều việc phải làm, vì vậy tôi sẽ không cảm thấy buồn chán."
Could you make your way to my office at your earliest convenience?,Bạn có thể đến văn phòng của tôi vào lúc sớm nhất có thể không?
Stop moving,ngừng di chuyển
The caller refused to give us his name,người gọi từ chối cho chúng tôi biết tên của anh ấy
I was not immune to the kind of event Tom experienced.,Tôi không miễn nhiễm với loại sự kiện mà Tom đã trải qua.
"By the time we got there, he had left","Khi chúng tôi đến đó, anh ấy đã rời đi"
He agreed to my proposal.,Ông ấy đã đồng ý với đề xuất của tôi.
Tom is chubby,tom là mũm mĩm
Can you teach me how to defend myself?,bạn có thể dạy tôi cách tự vệ?
I need some quiet; I'm trying to sleep.,Tôi cần yên tĩnh; tôi đang cố ngủ.
Tom indicated he believed Mary still resided with her parents.,Tom cho biết anh ấy tin rằng Mary vẫn sống với bố mẹ cô ấy.
Tom is staying in Boston.,tom đang ở boston.
They manage to swim at a high pace.,Chúng xoay sở để bơi với tốc độ cao.
I wish I had asked Tom for advice before I started.,tôi ước tôi đã hỏi tom cho lời khuyên trước khi tôi bắt đầu.
This rule cannot be applied to that case,quy tắc này không thể được áp dụng cho trường hợp đó
Let's not go there.,chúng ta đừng đến đó
You should know better at your age.,bạn nên biết rõ hơn ở tuổi của bạn.
"We've had fun, haven't we?",chúng ta đã vui vẻ phải không?
Could you tell me when you bought this property?,Bạn có thể cho tôi biết khi nào bạn đã mua tài sản này không?
Buddhism had its beginnings in India.,phật giáo đã bắt đầu ở Ấn Độ.
He dealt with it very carefully.,Anh ấy đã đối phó với nó rất cẩn thận.
We are all destined to pass away.,Tất cả chúng ta đều định sẵn sẽ qua đời.
Eternity is a really long time.,vĩnh cửu là một thời gian thực sự dài.
Tom is very resilient.,Tom rất kiên cường.
Don't be a bad boy,đừng là một cậu bé hư
A casual remark can hurt someone,một nhận xét bình thường có thể làm tổn thương ai đó
Is it feasible for you to extend an exclusive 5% discount for 50 sets of this product?,Có khả thi để bạn áp dụng mức chiết khấu độc quyền 5% cho 50 bộ sản phẩm này không?
Tom often brings his work home,tom thường mang công việc về nhà
Just tell Tom not to worry,chỉ nói với tom đừng lo lắng
